Priority,Short Description
P5,The location of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The location of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is an integral part of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature that is part of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature integrated into the tab bar.
P5,The location of the Panorama button implies that TabCandy is integrated into the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature within the tab bar.
P5,The placement of the Panorama button indicates that TabCandy is a feature connected to the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature within the tab bar.
P5,The placement of the Panorama button seems to imply that TabCandy is a part of the tab bar's functionality.
P5,The placement of the Panorama button implies that TabCandy serves as a feature within the tab bar.
P5,The placement of the Panorama button indicates that TabCandy is a feature within the tab bar.
P5,The location of the Panorama button indicates that TabCandy may be a feature integrated into the tab bar.
P5,The placement of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,The placement of the Panorama button implies that TabCandy is linked to the tab bar's function.
P5,The positioning of the Panorama button implies that TabCandy is a feature of the tab bar.
P5,"The notification to ""save your tabs"" when shutting down Firefox should take into account any tabs that may have been concealed by tab candy."
P5,"The ""save your tabs"" prompt upon exiting Firefox should include a mention of tabs that have been concealed by tab candy."
P5,"The notification to ""save your tabs"" prior to closing Firefox should include a mention of tabs that are concealed by tab candy."
P5,"When exiting Firefox, the message to ""save your tabs"" should include a reminder to save any tabs hidden using tab candy."
P5,"The reminder to ""save your tabs"" upon closing Firefox needs to make note of the tabs that have been concealed by tab candy."
P5,"The reminder to ""save your tabs"" when exiting Firefox should acknowledge any tabs that have been concealed by tab candy."
P5,"When closing Firefox, the notification to ""save your tabs"" should include tabs that are hidden by tab candy."
P5,"When closing Firefox, the notification to ""save your tabs"" should include mentions of tabs that are hidden by tab candy."
P5,"When closing Firefox, the reminder to ""save your tabs"" should include mention of any tabs that have been concealed by tab candy."
P5,"When closing Firefox, the notification to ""save your tabs"" should include any tabs concealed by tab candy."
P5,"When closing Firefox, the prompt to ""save your tabs"" should also include any tabs that have been hidden using tab candy."
P5,"When closing Firefox, the reminder to ""save your tabs"" should include tabs that are hidden by tab candy."
P5,"When closing Firefox, the reminder to ""save your tabs"" should include mentioning any tabs that are concealed by tab candy."
P5,"The reminder to ""save your tabs"" when exiting Firefox should acknowledge the presence of tabs concealed by tab candy."
P5,"When exiting Firefox, the notification to ""save your tabs"" should include acknowledgement of any tabs concealed through the use of tab candy."
P5,"When closing Firefox, the prompt to ""save your tabs"" should include a mention of tabs that have been hidden using tab candy."
P5,"When closing Firefox, the reminder to ""save your tabs"" should specifically refer to the tabs that have been concealed by tab candy."
P5,"The Firefox notification to ""save your tabs"" upon closing should include a reminder to save tabs that have been concealed with tab candy."
P5,"When closing Firefox, the notification to ""save your tabs"" should include a reminder about any tabs that may be hidden by tab candy."
P5,"The notification to ""save your tabs"" when shutting down Firefox should include mention of hidden tabs managed by tab candy."
P3,Revise the new-tab symbol in every category to align with the guidelines.
P3,"Revise the ""new-tab"" button in every group to align with the given specifications."
P3,"When searching for a filter quickly, characters may be disregarded."
P3,"When a filter search is conducted quickly, characters can sometimes be overlooked."
P3,Save the current tab of each group for future sessions.
P3,Continue to save the current tab for every group between sessions'
P4,The shading of Aero/Win7 Window Borders adjusts according to the scaling of TabCandy/Panorama thumbnails.
P4,The shading of Aero/Win7 Window Borders changes in accordance with the scaling of TabCandy/Panorama thumbnails.
P4,The tinting of the Aero/Win7 window borders changes as the TabCandy/Panorama thumbnail size increases or decreases.
P4,The shading of the Aero/Win7 window border is in line with the scaling of TabCandy/Panorama thumbnails.
